analysisWdid,analysisStructure,priorityWdid,priorityStructure,sum_wtd_count
3603652,FAUSEL POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,352.0
3603683,WINEGARD POND 1,3603543,GREEN MOUNTAIN RESERVOIR,352.0
3603672,LAKE LACY,3603543,GREEN MOUNTAIN RESERVOIR,352.0
3602030,MIN FLOW BLUE RIVER 3 - SWAN RIVER UP TO POND,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603591,MIN LAKE SALMON LAKE,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603606,OFFICERS GULCH POND,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603605,MIN LAKE MIRROR LAKE,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603599,SAWMILL RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603596,BILLS RANCH LAKE,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603595,VALLEY OF THE BLUE RESERVOIR 1,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603594,MIN LAKE UPPER WHEELER,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603593,MIN LAKE SLATE LAKE NO 1,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603592,SHANE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603589,MIN LAKE MOHAWK  NO 7,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603611,SWEETWATER POND NO 3,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603588,MIN LAKE MOHAWK NO 6,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603586,MIN LAKE MOHAWK NO 2,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603585,MIN LAKE LOWER WHEELER,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603584,MIN LAKE LOST LAKE,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3602033,MIN FLOW SNAKE RIVER LOW - NORTH FORK TO DILLON,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3600780,PLUNGER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3600796,SAUMS DITCH,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603692,OFF GUL RP RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603610,SWEETWATER POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603612,SWEETWATER POND NO 4,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603573,MIN LAKE BOULDER LAKE,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3600687,KIRKWOOD DITCH,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603670,EAGLES NEST GOLF COURSE NO16 EAST POND,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603669,EAGLES NEST GOLF COURSE NO12 POND,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603668,EAGLES NEST GOLF COURSE NO 9 NORTH POND,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603667,EAGLES NEST GOLF COURSE NO 9 SOUTH POND,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603666,EAGLES NEST GOLF COURSE NO 7 POND,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603665,EAGLES NEST GOLF COURSE NO4 NORTH POND,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603664,EAGLES NEST GOLF COURSE NO 4 SOUTH POND,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603662,EAGLES NEST GOLF COURSE NO1 POND,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3600734,MCKAY DITCH,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603613,SWEETWATER POND NO 5,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603638,UPPER SLATE LAKE,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603636,EAGLES NEST RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603635,WYLER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603625,LAKE ALVIN,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603617,SWEETWATER POND NO 9,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603616,SWEETWATER POND NO 8,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603615,SWEETWATER POND NO 7,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603614,SWEETWATER POND NO 6,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603574,MIN LAKE CLIFF LAKE,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603587,MIN LAKE MOHAWK NO 5,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3600830,SUPPLY CANAL NO 1 CLINTON,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3604512,DILLON RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3601100,BLUE RIVER VALLEY RANCH RESERVOIR DIVERSION,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3604696,CON-HOOSIER - DITCH CLAIM 2,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603565,REYNOLDS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603555,LOST LAKE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3601085,COPPER MTN WEST LAKE PIPELINE 1,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3604699,CON-HOOSIER TUNNEL,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3601044,BRECKENRIDGE SKI AREA PUMP PLANT & PIPELINE,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3604683,CON-HOOSIER SYS BLUE RIVER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603533,BLACK LAKE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3604684,BLUE RIVER DIVERSION PROJECT,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3601058,VIDLER TUNNEL UNIT HDGT D,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603542,GOOSE PASTURE TARN,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603543,GREEN MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3604687,CON-HOOSIER SYS CRYSTAL DITCH,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3604688,CON-HOOSIER SYS DITCH INTERCEPTED FLOWS,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3604690,CON-HOOSIER SYS MCCULLOUGH DITCH,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603534,BOBO STRAIT RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3602037,MIN FLOW BLUE RIVER 4 - SWAN RIVER TO DILLON,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3602043,MIN FLOW BLUE RIVER 5 - DILLON TO STRAIGHT CK,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3602044,MIN FLOW BLUE RIVER 6 - STRAIGHT CK TO WILLOW CK,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603570,CON-HOOSIER UPPER BLUE LAKE,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3602048,MIN FLOW BLUE RIVER 10 - SLATE CK TO GMR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3602045,MIN FLOW BLUE RIVER 7 - ROCK CK TO WILLOW CK,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3602047,MIN FLOW BLUE RIVER 9 - BOULDER CK TO SLATE CK,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3603569,UPPER BLACK CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3602046,MIN FLOW BLUE RIVER 8 - ROCK CK TO BOULDER CK,3603543,GREEN MOUNTAIN RESERVOIR,343.0
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,138.664
7203854,PALISADE CABIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,95.155
7203854,PALISADE CABIN RESERVOIR,7200645,GRAND VALLEY CANAL,75.42
3803815,CORYELL POND NO 2A,3603543,GREEN MOUNTAIN RESERVOIR,57.093
5104700,WINDY GAP PUMP PL CANAL,3603543,GREEN MOUNTAIN RESERVOIR,57.093
5003668,WOLFORD MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,57.093
5303966,GRIMES BROOKS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,57.093
7003508,CNR POND NO 6,3603543,GREEN MOUNTAIN RESERVOIR,57.093
5303955,BEAVER DAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,57.093
3703596,COTTON POND,3603543,GREEN MOUNTAIN RESERVOIR,57.093
5003647,CONFLUENCE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,57.093
7203842,MONUMENT RESERVOIR NO 1,3603543,GREEN MOUNTAIN RESERVOIR,57.093
3804019,FRANK POND 1,3603543,GREEN MOUNTAIN RESERVOIR,57.093
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,51.999
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,51.999
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,51.999
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,51.999
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,51.999
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,51.999
3703596,COTTON POND,5300584,SHOSHONE POWER PLANT,51.999
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,51.999
5003647,CONFLUENCE RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,51.501
5003668,WOLFORD MOUNTAIN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,51.501
3703596,COTTON POND,3604684,BLUE RIVER DIVERSION PROJECT,51.501
5303955,BEAVER DAM RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,51.501
5104700,WINDY GAP PUMP PL CANAL,3604684,BLUE RIVER DIVERSION PROJECT,51.501
3803815,CORYELL POND NO 2A,7200645,GRAND VALLEY CANAL,45.252
3804019,FRANK POND 1,7200645,GRAND VALLEY CANAL,45.252
5104700,WINDY GAP PUMP PL CANAL,7200645,GRAND VALLEY CANAL,45.252
3703596,COTTON POND,7200645,GRAND VALLEY CANAL,45.252
5303955,BEAVER DAM RESERVOIR,7200645,GRAND VALLEY CANAL,45.252
5303966,GRIMES BROOKS RESERVOIR,7200645,GRAND VALLEY CANAL,45.252
5003647,CONFLUENCE RESERVOIR,7200645,GRAND VALLEY CANAL,45.252
7003508,CNR POND NO 6,7200645,GRAND VALLEY CANAL,45.252
7203842,MONUMENT RESERVOIR NO 1,7200645,GRAND VALLEY CANAL,45.252
5003668,WOLFORD MOUNTAIN RESERVOIR,7200645,GRAND VALLEY CANAL,45.252
3804136,BERLIN POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5003645,BINCO RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5003646,MARTIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5003649,HEINI-KRAMER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3900548,DEWEESE DITCH,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804625,FRY ARK PR BOUSTEAD TUNNEL,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5304051,BUCK POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7203893,BULL CREEK RES NO 4,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804130,MCCABE POND NO 17,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5003648,LEWIS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5003651,BASIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
4503609,ISLAND RANCH LAKE NO 1,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7203841,BOB MCKELVIE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803917,ASPEN GOLF COURSE PND 05,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3703689,CORNWELL POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,38.062
4503603,BARTON PORTER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7203859,RAPID CREEK RES NO 2,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803985,WENDI SMITH RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5100763,KINNEY BARRIGER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5104008,GLENN POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803759,WILDCAT RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5104007,GLENN POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5103709,WILLIAMS FORK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5303588,GORE VIEW POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7203887,BIG BEAVER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5103720,VAGABOND RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5103752,KINGS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3703545,CAMP HALE POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5003655,MILK CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5303976,JONES NO 3 RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803711,ALICIA LAKE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803713,RUEDI RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803722,CONSOLIDATED RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803969,FOX POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803968,FOX POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803733,JAMES RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803966,ADAMS RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3703608,BLACK LAKE,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5303571,PERRY POND NO 3,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803761,MIN LAKE GALENA LAKE,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5303570,PERRY POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3703524,SYLVAN LAKE,3603543,GREEN MOUNTAIN RESERVOIR,38.062
4503591,DOUBLE R RES LOWER,3603543,GREEN MOUNTAIN RESERVOIR,38.062
4503590,DOUBLE R RES MIDDLE,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5304041,HEWES RESERVOIR NO 4,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3802000,MIN FLOW HUNTER CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3703684,BRETT RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5103529,TIMBERLINE POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7203843,MONUMENT RESERVOIR NO 2,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3702056,MIN FLOW GORE CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7203889,BULL BASIN NO 2 RES,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804340,COLES POND A,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804011,MAROLT POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804009,QUEENS POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5303569,PERRY POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804158,ZIFF POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803814,CORYELL POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3703516,G G LOWER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3703517,G G RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804198,DUMP POOL NO 1,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5104021,MEADOW SPRINGS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3703659,WATERFORD RANCH PD P8-2,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5004600,SARVIS DITCH,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803913,ASPEN GOLF COURSE PND 15,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803751,VON SPRINGS RESERVOIR 1,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803950,TRENTAZ CORRAL SP STO TK,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3802113,MIN FLOW HUNTER CR LOWTT,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7003635,FURR POND NO 16,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5000734,DEBERARD DITCH OVERFLOW SYSTEM,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7200746,LEON PARK FEEDER CANAL,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3603548,HOAGLAND NO 1 RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5003624,MARTIN LILY POND RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3703600,BENCHMARK LAKE,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5203940,JONES RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5104060,ASPEN CANYON RANCH POND 1,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5103552,GRAND ELK POND A,3603543,GREEN MOUNTAIN RESERVOIR,38.062
4503715,RIEGER POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5000768,MARTIN LILY POND FEEDER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803863,RAINBOW POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5003606,ANTELOPE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7003507,CNR POND NO 5,3603543,GREEN MOUNTAIN RESERVOIR,38.062
4503686,ISLAND RANCH LAKE NO 3,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804057,MAROLT RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
4503685,ISLAND RANCH LAKE NO 2,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5003616,HEINI RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7003516,CROSSING POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5003618,HINMAN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804355,MOUNTAIN QUEEN RES SYSTEM,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804067,ELK MOUNTAIN RES LOWER,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804294,FRANTZ WATER FEATURES,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5000617,MCMAHON DITCH,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7203894,BULL CREEK RES NO 5,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803513,O'NEILL RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062
7204126,KENNEDY POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3803776,TAGERT POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3600709,LOBACK DITCH,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5303518,WASHBURN CABIN POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
3804082,CHESAPEAKE POND,3603543,GREEN MOUNTAIN RESERVOIR,38.062
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5303569,PERRY POND NO 1,5300584,SHOSHONE POWER PLANT,34.666
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,34.666
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,34.666
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,34.666
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,34.666
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,34.666
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5304041,HEWES RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,34.666
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5303518,WASHBURN CABIN POND,5300584,SHOSHONE POWER PLANT,34.666
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,34.666
5103709,WILLIAMS FORK RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,34.666
5303571,PERRY POND NO 3,5300584,SHOSHONE POWER PLANT,34.666
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,34.666
5303588,GORE VIEW POND,5300584,SHOSHONE POWER PLANT,34.666
5103752,KINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,34.666
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,34.666
5303570,PERRY POND NO 2,5300584,SHOSHONE POWER PLANT,34.666
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,34.666
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,34.666
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
3703659,WATERFORD RANCH PD P8-2,5300584,SHOSHONE POWER PLANT,34.666
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,34.666
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,34.666
5103552,GRAND ELK POND A,5300584,SHOSHONE POWER PLANT,34.666
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5304051,BUCK POND,5300584,SHOSHONE POWER PLANT,34.666
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
5103529,TIMBERLINE POND,5300584,SHOSHONE POWER PLANT,34.666
3703689,CORNWELL POND NO 1,5300584,SHOSHONE POWER PLANT,34.666
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666
3703659,WATERFORD RANCH PD P8-2,3604684,BLUE RIVER DIVERSION PROJECT,34.334
3702056,MIN FLOW GORE CR LOWER,3604684,BLUE RIVER DIVERSION PROJECT,34.334
5303571,PERRY POND NO 3,3604684,BLUE RIVER DIVERSION PROJECT,34.334
5103552,GRAND ELK POND A,3604684,BLUE RIVER DIVERSION PROJECT,34.334
5104007,GLENN POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,34.334
5003648,LEWIS RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,34.334
5303976,JONES NO 3 RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,34.334
5003645,BINCO RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,34.334
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,34.334
5304041,HEWES RESERVOIR NO 4,3604684,BLUE RIVER DIVERSION PROJECT,34.334
3703545,CAMP HALE POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,34.334
5103529,TIMBERLINE POND,3604684,BLUE RIVER DIVERSION PROJECT,34.334
