,analysisDate,analysisWdid,analysisStructureName,analysisWrAdminNo,analysisOutOfPriorityPercentOfDay,division,callType,dateTimeSet,dateTimeReleased,waterSourceName,locationWdid,locationStructure,locationWdidStreamMile,priorityWdid,priorityStructure,priorityAdminNo,priorityOrderNo,priorityDate,priorityNo,boundingWdid,boundingStructureName,setComments,releaseComment
4033,2001-08-10T00:00:00.0000000,3600963,BRECKENRIDGE RESERVOIR NO 2 FEEDER DITCH,13027.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
4413,2001-08-10T00:00:00.0000000,5100704,HARBISON DITCH,13028.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
4793,2001-08-10T00:00:00.0000000,3603599,SAWMILL RESERVOIR,13087.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
5173,2001-08-10T00:00:00.0000000,3600845,TOWN RESERVOIR FEEDER DITCH,13087.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
5543,2001-08-10T00:00:00.0000000,3801104,WILLOW AND OWL DITCH,13350.00000,0.0,,,,,,,,,,,,,,,,,,
5915,2001-08-10T00:00:00.0000000,3800902,NEEDHAM DITCH,13395.00000,0.0,,,,,,,,,,,,,,,,,,
6287,2001-08-10T00:00:00.0000000,3900645,RIFLE CREEK CANON DITCH,13468.00000,0.0,,,,,,,,,,,,,,,,,,
6659,2001-08-10T00:00:00.0000000,3900574,GRAND TUNNEL DITCH,13484.00000,0.0,,,,,,,,,,,,,,,,,,
7031,2001-08-10T00:00:00.0000000,7000580,RESERVOIR DITCH,13535.00000,0.0,,,,,,,,,,,,,,,,,,
7403,2001-08-10T00:00:00.0000000,4500668,LAST CHANCE DITCH,13596.00000,0.0,,,,,,,,,,,,,,,,,,
7775,2001-08-10T00:00:00.0000000,3803724,EDGERTON RESERVOIR,13619.00000,0.0,,,,,,,,,,,,,,,,,,
8147,2001-08-10T00:00:00.0000000,3800757,HOME SUPPLY DITCH,13661.00000,0.0,,,,,,,,,,,,,,,,,,
8519,2001-08-10T00:00:00.0000000,3803747,THOMAS RESERVOIR,13700.00000,0.0,,,,,,,,,,,,,,,,,,
8889,2001-08-10T00:00:00.0000000,7200818,PALMER DITCH,13755.00000,0.0,,,,,,,,,,,,,,,,,,
9258,2001-08-10T00:00:00.0000000,7200784,MESA CREEK DITCH,13780.00000,0.0,,,,,,,,,,,,,,,,,,
9639,2001-08-10T00:00:00.0000000,5300591,GRAND RIVER L AND C CO D,13786.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
10007,2001-08-10T00:00:00.0000000,7200799,MORMON MESA DITCH,13891.00000,0.0,,,,,,,,,,,,,,,,,,
10378,2001-08-10T00:00:00.0000000,3803744,SPRING PARK RESERVOIR,13984.00000,0.0,,,,,,,,,,,,,,,,,,
10760,2001-08-10T00:00:00.0000000,3600800,SLATE CREEK DITCH,14093.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
11128,2001-08-10T00:00:00.0000000,7200938,WILDCAT DITCH (BIG CR),14102.00000,0.0,,,,,,,,,,,,,,,,,,
11497,2001-08-10T00:00:00.0000000,7200870,SILVER GAUGE DITCH,14102.00000,0.0,,,,,,,,,,,,,,,,,,
11866,2001-08-10T00:00:00.0000000,7200533,BERTHOLF LANHAM UPDIKE D,14122.00000,0.0,,,,,,,,,,,,,,,,,,
12237,2001-08-10T00:00:00.0000000,3900612,LOWER CACTUS VALLEY D,14147.00000,0.0,,,,,,,,,,,,,,,,,,
12609,2001-08-10T00:00:00.0000000,3801790,RED MOUNTAIN EXT DITCH,14211.00000,0.0,,,,,,,,,,,,,,,,,,
12991,2001-08-10T00:00:00.0000000,5000654,TROUBLESOME DITCH,14509.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
13371,2001-08-10T00:00:00.0000000,5300704,MIDDLE DERBY DITCH,14816.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
13751,2001-08-10T00:00:00.0000000,5104601,GRAND RIVER DITCH,14854.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
14131,2001-08-10T00:00:00.0000000,5100827,PEARL DITCH,15113.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
14501,2001-08-10T00:00:00.0000000,4503582,GANT RESERVOIR,15307.13991,0.0,,,,,,,,,,,,,,,,,,
14873,2001-08-10T00:00:00.0000000,4503587,VAUGHAN RESERVOIR,15414.00000,0.0,,,,,,,,,,,,,,,,,,
15245,2001-08-10T00:00:00.0000000,3900563,GRASS VALLEY CANAL,15458.13715,0.0,,,,,,,,,,,,,,,,,,
15617,2001-08-10T00:00:00.0000000,3801101,WILLOW CREEK DITCH,15514.15080,0.0,,,,,,,,,,,,,,,,,,
15989,2001-08-10T00:00:00.0000000,3800869,MIDLAND FLUME DITCH,15515.13104,0.0,,,,,,,,,,,,,,,,,,
16361,2001-08-10T00:00:00.0000000,3800869,MIDLAND FLUME DITCH,15515.14376,0.0,,,,,,,,,,,,,,,,,,
16733,2001-08-10T00:00:00.0000000,3903505,GRASS VALLEY RESERVOIR,15667.15066,0.0,,,,,,,,,,,,,,,,,,
17115,2001-08-10T00:00:00.0000000,5300800,SOUTH DERBY DITCH,15928.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
17495,2001-08-10T00:00:00.0000000,3600832,SUTTON NO 1 DITCH,16223.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
17865,2001-08-10T00:00:00.0000000,3900540,CORYELL JOINT STOCK IRRI,16241.15813,0.0,,,,,,,,,,,,,,,,,,
18247,2001-08-10T00:00:00.0000000,3703524,SYLVAN LAKE,16251.14832,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
18617,2001-08-10T00:00:00.0000000,4503576,BATTLEMENT NO 5 RES,16283.00000,0.0,,,,,,,,,,,,,,,,,,
18989,2001-08-10T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,16283.00000,0.0,,,,,,,,,,,,,,,,,,
19361,2001-08-10T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,16283.00000,0.0,,,,,,,,,,,,,,,,,,
19743,2001-08-10T00:00:00.0000000,5100584,COBERLY BROTHERS DITCH,16588.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
20123,2001-08-10T00:00:00.0000000,3603542,GOOSE PASTURE TARN,16954.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
20503,2001-08-10T00:00:00.0000000,3601044,BRECKENRIDGE SKI AREA PUMP PLANT & PIPELINE,16954.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
20883,2001-08-10T00:00:00.0000000,3703524,SYLVAN LAKE,18367.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
21263,2001-08-10T00:00:00.0000000,5000585,HOGBACK DITCH,18519.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
21643,2001-08-10T00:00:00.0000000,5100530,BIG SIX DITCH,18536.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
22011,2001-08-10T00:00:00.0000000,7200703,HOOSIER DITCH,18749.14154,0.0,,,,,,,,,,,,,,,,,,
22380,2001-08-10T00:00:00.0000000,7203904,BIG CREEK RESERVOIR NO 1,18749.15919,0.0,,,,,,,,,,,,,,,,,,
22749,2001-08-10T00:00:00.0000000,7203905,BIG CREEK RESERVOIR NO 3,18749.15950,0.0,,,,,,,,,,,,,,,,,,
23118,2001-08-10T00:00:00.0000000,7203906,BIG CREEK RESERVOIR NO 4,18749.15973,0.0,,,,,,,,,,,,,,,,,,
23487,2001-08-10T00:00:00.0000000,7203923,COTTONWOOD LAKES RES 1,18749.16276,0.0,,,,,,,,,,,,,,,,,,
23856,2001-08-10T00:00:00.0000000,7203907,BIG CREEK RESERVOIR NO 5,18749.16296,0.0,,,,,,,,,,,,,,,,,,
24225,2001-08-10T00:00:00.0000000,7203885,COON CREEK RES NO 3,18749.16649,0.0,,,,,,,,,,,,,,,,,,
24594,2001-08-10T00:00:00.0000000,7203925,COTTONWOOD LAKES RES 4,18749.17015,0.0,,,,,,,,,,,,,,,,,,
24963,2001-08-10T00:00:00.0000000,7203926,COTTONWOOD LAKES RES 5,18749.17380,0.0,,,,,,,,,,,,,,,,,,
25332,2001-08-10T00:00:00.0000000,7203909,BIG CREEK RESERVOIR NO 7,18749.17412,0.0,,,,,,,,,,,,,,,,,,
25701,2001-08-10T00:00:00.0000000,7203884,COON CREEK RES NO 2,18749.18415,0.0,,,,,,,,,,,,,,,,,,
26070,2001-08-10T00:00:00.0000000,7203883,COON CREEK RES NO 1,18749.18415,0.0,,,,,,,,,,,,,,,,,,
26451,2001-08-10T00:00:00.0000000,3600801,SMITH DITCH,18871.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
26831,2001-08-10T00:00:00.0000000,3600803,SMITH NO 2 DITCH,18940.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
27211,2001-08-10T00:00:00.0000000,5100848,RED TOP VALLEY DITCH,18941.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
27581,2001-08-10T00:00:00.0000000,3800720,GREEN MEADOW DITCH,18977.11832,0.0,,,,,,,,,,,,,,,,,,
27953,2001-08-10T00:00:00.0000000,3801095,WILLIAMS NO 1 D CAP CR,19145.11505,0.0,,,,,,,,,,,,,,,,,,
28325,2001-08-10T00:00:00.0000000,3900752,WILLCOX CANAL,19145.18871,0.0,,,,,,,,,,,,,,,,,,
28707,2001-08-10T00:00:00.0000000,5303995,STERNER RESERVOIR,19190.15156,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
29087,2001-08-10T00:00:00.0000000,5000585,HOGBACK DITCH,19267.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
29457,2001-08-10T00:00:00.0000000,3900638,PIERSON AND HARRIS DITCH,19306.17802,0.0,,,,,,,,,,,,,,,,,,
29829,2001-08-10T00:00:00.0000000,3800840,LOWLINE DITCH,19313.14878,0.0,,,,,,,,,,,,,,,,,,
30201,2001-08-10T00:00:00.0000000,3800651,EAST MESA DITCH,19313.16293,0.0,,,,,,,,,,,,,,,,,,
30583,2001-08-10T00:00:00.0000000,5100529,BIG LAKE DITCH,19394.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
30963,2001-08-10T00:00:00.0000000,5100948,WALDEN HOLLOW DITCH,19410.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
31343,2001-08-10T00:00:00.0000000,5303995,STERNER RESERVOIR,19437.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
31713,2001-08-10T00:00:00.0000000,5300585,GLENWOOD L WTR CO SYS/NO NAME,19573.13680,0.0,,,,,,,,,,,,,,,,,,
32095,2001-08-10T00:00:00.0000000,5000585,HOGBACK DITCH,19597.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
32475,2001-08-10T00:00:00.0000000,5100788,LYMAN DITCH,19635.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
32855,2001-08-10T00:00:00.0000000,5000585,HOGBACK DITCH,19650.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
33225,2001-08-10T00:00:00.0000000,3903506,HARRIS RESERVOIR,19720.19620,0.0,,,,,,,,,,,,,,,,,,
33597,2001-08-10T00:00:00.0000000,4500576,DIVIDE CREEK HIGHLINE D,19805.18387,0.0,,,,,,,,,,,,,,,,,,
33979,2001-08-10T00:00:00.0000000,5303993,ROBERTA RESERVOIR,19888.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
34359,2001-08-10T00:00:00.0000000,5300719,MCFARLAND AND CROSSAN D,19888.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
34739,2001-08-10T00:00:00.0000000,5100529,BIG LAKE DITCH,19967.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
35109,2001-08-10T00:00:00.0000000,3800981,SALVATION DITCH,20041.19206,0.0,,,,,,,,,,,,,,,,,,
35491,2001-08-10T00:00:00.0000000,5303986,MORRIS RESERVOIR,20041.19518,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
35861,2001-08-10T00:00:00.0000000,4500725,PORTER DITCH,20196.16192,0.0,,,,,,,,,,,,,,,,,,
36233,2001-08-10T00:00:00.0000000,7003589,BOLDT RESERVOIR,20198.13657,0.0,,,,,,,,,,,,,,,,,,
36605,2001-08-10T00:00:00.0000000,3803737,MCNULTY RESERVOIR N0 1,20239.16595,0.0,,,,,,,,,,,,,,,,,,
36977,2001-08-10T00:00:00.0000000,3801038,SWEET JESSUP CANAL,20239.19006,0.0,,,,,,,,,,,,,,,,,,
37349,2001-08-10T00:00:00.0000000,3800881,MOUNTAIN MEADOW DITCH,20242.19143,0.0,,,,,,,,,,,,,,,,,,
37731,2001-08-10T00:00:00.0000000,5300657,KAYSER DITCH,20314.19318,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
38111,2001-08-10T00:00:00.0000000,5103658,EBY RESERVOIR,20332.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
38491,2001-08-10T00:00:00.0000000,3603560,MONTEZUMA RESERVOIR,20333.00000,0.0,5,CALL,2001-08-09T09:00:00.0000000,2001-08-11T10:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,3604684,BLUE RIVER DIVERSION PROJECT,35238.00000,0,1946-06-24T00:00:00.0000000,139-366,,,Bypass call from 3604684 - BLUE RIVER DIVR PROJECT,
